,0
1497,USRE37043-0
1498,US4164661-0
1499,USD490475-0
1500,US5972463-0
1501,US11104773-0
1502,US8384156-0
1503,US11364479-0
1504,US7976173-0
1505,US8627163-0
1506,US10293303-0
1507,US9230882-0
1508,US7241368-0
1509,US8908559-0
1510,US8900588-1
1511,US4058366-0
1512,US11440293-0
1513,US6002706-0
1514,US9399003-0
1515,US7266458-0
1516,US5517845-0
1517,US9600042-0
1518,US6277347-0
1519,US4863509-0
1520,US8734851-0
1521,US11276178-0
1522,US7845098-0
1523,US9460890-0
1524,US9505674-0
1525,US10406793-0
1526,USD254929-0
1527,US11372339-0
1528,US4881916-0
1529,US8840216-0
1530,US9229020-0
1531,US5194331-0
1532,US10820233-0
1533,US4350442-0
1534,US9408797-0
1535,US6890422-0
1536,US6500909-0
1537,US10692667-0
1538,US4656518-0
1539,US6718816-0
1540,US8811268-0
1541,US4208746-0
1542,US5715610-0
1543,US7400889-0
1544,US6368437-0
1545,US10828601-0
1546,US4187071-0
1547,US10083109-0
1548,US4181033-0
1549,US7771958-0
1550,US9132333-0
1551,US8657277-0
1552,USD864312-0
1553,US9104336-0
1554,US6017017-0
1555,US7287966-0
1556,US7764488-0
1557,US6152604-0
1558,US4070888-0
1559,US6988504-0
1560,US7743286-0
1561,US4124462-0
1562,US5407275-0
1563,US9994698-0
1564,US7281804-0
1565,US9218840-0
1566,USRE31774-0
1567,US8427483-0
1568,US9578888-0
1569,US9637961-0
1570,US5376809-1
1571,US7561963-0
1572,USD493586-0
1573,US5359404-0
1574,US5925090-0
1575,US4582303-0
1576,US9655044-0
1577,US7176818-0
1578,US9562814-0
1579,US10798164-0
1580,US9324312-1
1581,US11288428-0
1582,US10316280-0
1583,US4146729-0
1584,US8542987-0
1585,US11119346-0
1586,US6929494-0
1587,US9876223-0
1588,US4586031-0
1589,US5032557-0
1590,US7424551-0
1591,USD875505-0
1592,US5888478-0
1593,US6087970-0
1594,US8005959-0
1595,US9575096-0
1596,US8014425-0
1597,US8137254-0
1598,US9124387-0
1599,US4698440-0
1600,US10093750-1
1601,US6566055-0
1602,US9019866-0
1603,US9779150-0
1604,USD906794-0
1605,US5941284-1
1606,US8545829-0
1607,US9002599-0
1608,US5831227-0
1609,US8722787-0
1610,US9525461-0
1611,US5564001-0
1612,US4945464-0
1613,US10544970-0
1614,US10573721-0
1615,US8704672-0
1616,US4460455-0
1617,US9914170-0
1618,US8282066-0
1619,US6752757-0
1620,US10171805-0
1621,US11365886-0
1622,US5552441-0
1623,US10970939-0
1624,US8683517-0
1625,US4656877-0
1626,US6519716-0
1627,US10069984-0
1628,US8433408-0
1629,US9000399-0
1630,US6359327-0
1631,US8166977-0
1632,US8452916-0
1633,US10278759-0
1634,US5379041-0
1635,US3935109-0
1636,US4321509-0
1637,US8060892-0
1638,US11145637-0
1639,US5216072-0
1640,USD692171-0
1641,USD738684-0
1642,US10914107-0
1643,US8892314-0
1644,US10600978-0
1645,US6990059-0
1646,US10233999-0
1647,US10797672-0
1648,US9424909-0
1649,US4343341-0
1650,US9713488-0
1651,US11225475-0
1652,USD889442-0
1653,US6685668-0
1654,US4130148-0
1655,USD909899-0
1656,US9465607-0
1657,USD648440-0
1658,USD559600-0
1659,US7304275-0
1660,USD492178-0
1661,US9538997-0
1662,US10956202-0
1663,US8942780-0
1664,US10234890-0
1665,US9851513-0
1666,US6096235-0
1667,US8341477-0
1668,US6654310-0
1669,US6059666-0
1670,US4957641-0
1671,US9298169-0
1672,USD495838-0
1673,US8960327-0
1674,US7414866-0
1675,US8039232-0
1676,US5432649-0
1677,US8847013-0
1678,US3985473-0
1679,US7956603-0
1680,US8472300-0
1681,US9078475-0
1682,US10934890-0
1683,US8497603-0
1684,USD408116-0
1685,US10544942-0
1686,US3968689-0
1687,US4844138-0
1688,USD509537-0
1689,USD679294-0
1690,US5666865-0
1691,US4214582-0
1692,US9176141-0
1693,US4601009-0
1694,US9828928-0
1695,US7345119-0
1696,US4037289-0
1697,US7960781-0
1698,US6510994-0
1699,US9628051-0
1700,USD578869-0
1701,US9589923-0
1702,US4837279-0
1703,US6730974-0
1704,US8705281-0
1705,US4863542-0
1706,US11419483-0
1707,US8744958-0
1708,US9515148-1
1709,US8745606-0
1710,US6727015-0
1711,US7823776-0
1712,US5218396-0
1713,US8938798-0
1714,US6991968-0
1715,USD287893-0
1716,US11215293-0
1717,USRE32234-0
1718,US11225769-0
1719,US7592600-0
1720,US9032998-0
1721,US9800039-0
1722,US9752877-0
1723,US4479425-0
1724,US9859171-0
1725,US9565416-0
1726,US5482884-0
1727,US8499693-0
1728,US4246108-0
1729,USD312242-0
1730,US9305994-0
1731,US10398416-0
1732,US10441440-0
1733,US11211998-0
1734,US10213394-0
1735,US6859764-0
1736,US9887635-0
1737,US7600776-1
1738,US7553597-0
1739,US11154874-0
1740,US9607423-1
1741,US9631941-0
1742,USD647769-0
1743,US9544703-0
1744,US5972612-0
1745,US8071345-0
1746,US10860981-0
1747,US8305741-0
1748,US8978335-0
1749,US6127941-1
1750,US5489288-0
1751,US10406160-0
1752,US5969075-1
1753,US7114414-0
1754,US9266437-0
1755,US10829950-0
1756,US9195055-0
1757,US3949575-0
1758,US4567087-0
1759,US5316085-0
1760,US11217367-1
1761,US9115317-0
1762,US4014503-0
1763,US5538663-0
1764,US5286701-0
1765,US9984000-0
1766,US7424189-0
1767,US9468076-0
1768,US5756200-0
1769,US5855790-0
1770,US9438035-0
1771,US7631878-0
1772,US7136272-0
1773,US7640019-0
1774,US9276603-0
1775,US6032227-0
1776,US8105682-0
1777,US7264959-0
1778,US6440801-0
1779,US4049191-0
1780,US6635915-0
1781,US4188374-0
1782,US8479864-0
1783,US6089585-0
1784,US11095317-0
1785,US10542460-0
1786,US8215412-0
1787,US4471692-0
1788,US7350026-0
1789,US7299402-0
1790,US5955365-0
1791,US8050525-0
1792,US5036046-0
1793,US9354246-0
1794,US9994792-1
1795,US7995540-0
1796,US8364500-0
1797,US8806222-0
1798,US9341902-0
1799,US9831535-0
1800,US10894085-1
1801,US10431861-0
1802,US7198798-0
1803,US9275509-0
1804,US7108290-0
1805,US5813822-0
1806,US6182012-1
1807,USD788457-0
1808,US8412005-0
1809,US11393057-0
1810,US7977703-0
1811,US3954928-0
1812,US9340104-0
1813,USD520514-0
1814,US8319745-0
1815,US6999729-0
1816,US4376907-0
1817,US7129732-0
1818,US10624729-0
1819,US5450272-0
1820,US10618570-0
1821,US8938115-0
1822,US8682173-0
1823,US4797254-0
1824,US7673525-0
1825,US11165213-0
1826,US4200380-0
1827,USD758079-0
1828,US5559857-0
1829,US9655263-0
1830,US8690702-0
1831,US10734824-0
1832,USD650171-0
1833,US8610891-0
1834,US11076238-0
1835,US7716032-0
1836,US8967437-0
1837,US6650372-1
1838,US7192195-0
1839,US11223323-0
1840,US9262548-0
1841,US11232979-0
1842,US5448503-0
1843,US10880213-0
1844,US3971479-0
1845,US9811327-0
1846,US8467823-0
1847,US10803108-0
1848,US10575311-0
1849,US11107047-0
1850,US6994173-0
1851,US8129602-0
1852,US4951114-0
1853,US8522489-0
1854,US5579881-0
1855,US7846004-0
1856,US9159515-0
1857,US7060528-0
1858,US9407931-0
1859,US9129974-0
1860,US5195899-0
1861,US5665984-0
1862,US7810771-0
1863,US8275994-0
1864,US10718026-0
1865,US11212216-0
1866,US8739576-1
1867,US10327075-0
1868,US9880791-0
1869,US7631738-0
1870,US8135159-0
1871,US4114836-0
1872,US6484233-0
1873,US5788813-0
1874,US8953322-0
1875,US3960783-0
1876,US7460740-0
1877,US6879904-0
1878,US10157444-0
1879,US6836744-0
1880,US7147751-0
1881,USD638767-0
1882,US11050417-0
1883,US5614298-0
1884,US6379293-1
1885,USD399407-0
1886,US5962294-1
1887,US8712784-0
1888,US8410790-0
1889,US7477870-0
1890,US10320954-0
1891,US10462479-0
1892,USD364218-0
1893,US4793832-0
1894,US5453151-0
1895,US9686661-0
1896,US9753822-0
1897,US4863745-0
1898,US11442580-0
1899,US7171228-0
1900,US11216273-0
1901,US9636340-0
1902,US7076172-0
1903,US8942038-0
1904,US7821322-0
1905,US6613209-0
1906,US4231755-0
1907,US11214510-0
1908,US5361335-0
1909,US10147958-0
1910,US11090877-0
1911,US9420659-0
1912,US8435588-0
1913,US8357477-0
1914,US9895005-0
1915,US7744290-1
1916,US6724963-0
1917,US9047942-0
1918,US10745183-0
1919,US7184212-0
1920,US8752489-0
1921,US9812647-1
1922,US4789253-0
1923,US8239791-0
1924,USD432659-0
1925,US8738466-0
1926,US6898485-1
1927,US9655399-0
1928,US6805093-0
1929,US4732574-0
1930,US5648293-0
1931,US7113230-0
1932,US10546899-0
1933,USD380512-0
1934,USD319558-0
1935,US10283721-0
1936,US9757302-0
1937,USD658716-0
1938,US7123008-0
1939,US10999593-0
1940,US9758592-0
1941,US8864818-0
1942,US6312265-0
1943,US10538313-0
1944,US10820108-0
1945,US9707826-0
1946,US11120616-0
1947,US10557046-0
1948,US7640385-0
1949,US5540300-0
1950,US9146492-0
1951,US9756479-0
1952,US10794938-0
1953,US5842516-0
1954,US9984880-0
1955,USD869181-0
1956,US10808190-0
1957,US6737615-0
1958,USD843049-0
1959,US10266612-0
1960,US8396929-0
1961,US10173388-0
1962,US8891953-0
1963,US4671873-0
1964,US5956377-0
1965,US5520359-0
1966,US10453335-0
1967,US10801604-0
1968,US4444113-0
1969,US4238756-0
1970,US8463988-0
1971,US7218778-0
1972,US11284421-1
1973,US4713637-0
1974,US8590176-0
1975,US10910484-0
1976,US11046361-0
1977,US6141679-0
1978,US7664693-0
1979,US7296828-0
1980,US11369288-0
1981,US6422342-0
1982,USD328941-0
1983,US6999251-0
1984,US8986581-0
1985,US5104627-0
1986,US9671183-0
1987,US7712967-0
1988,US7969237-0
1989,US8384242-0
1990,US6703622-0
1991,US8247002-1
1992,US9958781-0
1993,US4265288-0
1994,US7342061-0
1995,US10505172-0
1996,USD414346-0
1997,US4026998-0
1998,US9339363-0
1999,US6178612-0
2000,US6594382-0
2001,US7538944-0
2002,USD436987-0
2003,US7958176-0
2004,US5663704-0
2005,US11064331-0
2006,US7430532-0
2007,US6262408-0
2008,US5754784-0
2009,US4545706-0
2010,US7328226-0
2011,US10129548-0
2012,US6879396-0
2013,US8507339-0
2014,US7691187-0
2015,US5254104-0
2016,US8928961-0
2017,US9638788-0
2018,US6173126-0
2019,USD501797-0
2020,US6465194-0
2021,US4003799-0
2022,US11190996-0
2023,US10091930-0
2024,US10492067-0
2025,US5451904-0
2026,US5746759-0
2027,US11191857-0
2028,US7356979-0
2029,US9955360-0
2030,US10641701-0
2031,US4221091-0
2032,US9777757-0
2033,USD421923-0
2034,US6683043-0
2035,US10539766-0
2036,US6934539-0
2037,US8931295-0
2038,US10165605-0
2039,USD630914-0
2040,US8456546-0
2041,US10985004-0
2042,US5515208-0
2043,US11406123-0
2044,US7464695-0
2045,US5169180-0
2046,US5362905-0
2047,US6952105-0
2048,US6840975-0
2049,US6549728-0
2050,US8552536-0
2051,US6157906-0
2052,US5018850-0
2053,US7507056-0
2054,US5708574-0
2055,US10665393-0
2056,US5667867-0
2057,US4679083-0
2058,US8937554-0
2059,US9025838-0
2060,US9854779-0
2061,US5731546-0
2062,US7219738-0
2063,US4816072-0
2064,US7528462-0
2065,US7062387-0
2066,US8383745-0
2067,US8420124-0
2068,US4728615-1
2069,US8202428-0
2070,USD363300-0
2071,US10426203-0
2072,US8135474-0
2073,US5357268-0
2074,US9429139-0
2075,US6985094-0
2076,USD632245-1
2077,US9563629-0
2078,US9914497-0
2079,US8134775-0
2080,US4566904-0
2081,US6832546-0
2082,US8809053-1
2083,US4110609-0
2084,US7242488-0
2085,US8269229-0
2086,USD642853-0
2087,USD592906-0
2088,US5042735-0
2089,US4424783-0
2090,US8563636-0
2091,US6158884-0
2092,US8853518-0
2093,US4933830-0
2094,US10568338-0
2095,US5047663-0
2096,USD906559-0
2097,US7304493-0
2098,US6619201-0
2099,US8770068-0
2100,US9724787-0
2101,US8895942-0
2102,US4129422-0
2103,US4669354-0
2104,US9566719-0
2105,US3969057-0
2106,US5059464-0
2107,US8532512-0
2108,US10078461-0
2109,US10100314-0
2110,US4760252-0
2111,USD743370-0
2112,US10544044-0
2113,US10526352-1
2114,US4307628-0
2115,US8106729-1
2116,US7626536-0
2117,US4138331-0
2118,US4797320-0
2119,US10986572-0
2120,USD335891-0
2121,US9926802-0
2122,US9980602-0
2123,US10649274-0
2124,US4349347-0
2125,US4820589-0
2126,US5205122-0
2127,US7093865-0
2128,US8317718-0
2129,US7684117-0
2130,US8437060-0
2131,US9957581-0
2132,US8748153-0
2133,US4263461-0
2134,US9323854-0
2135,US5315418-0
2136,USD360171-0
2137,US4014758-1
2138,US8845714-0
2139,US4245525-0
2140,US10663841-0
2141,US10208979-0
2142,US10054952-0
2143,US6474277-0
2144,US8789606-0
2145,US6852656-0
2146,US10853456-0
2147,US8518183-0
2148,US7276501-0
2149,USD403244-0
2150,US9197848-0
2151,US9264943-0
2152,US8815314-0
2153,US8687760-0
2154,US4128341-0
2155,US7133921-0
2156,US9335772-0
2157,US10837480-0
2158,US8747839-1
2159,US9872384-0
2160,US5005843-0
2161,US5657200-0
2162,US7022747-0
2163,US5156261-0
2164,US5560446-0
2165,US10633304-0
2166,US10737941-0
2167,US11005643-0
2168,US7473566-0
2169,US10458656-0
2170,US7565167-0
2171,US5443540-1
2172,US7040273-0
2173,US6563195-0
2174,US5386666-0
2175,US8253548-0
2176,US9013479-0
2177,US7806959-0
2178,US9409093-0
2179,US6809025-0
2180,US11315485-0
2181,US8585752-0
2182,US8130697-0
2183,US5423912-0
2184,US9328482-0
2185,US4373159-0
2186,US5920860-0
2187,US7936083-0
2188,US5965539-0
2189,USD760936-0
2190,US10427108-0
2191,US10125350-0
2192,US4344269-0
2193,US8235139-0
2194,US9651867-0
2195,US6378187-0
2196,US5946228-0
2197,US11363753-0
2198,US9415154-0
2199,US7848830-0
2200,US3934301-0
2201,US6982797-0
2202,US4714880-0
2203,US8022856-0
2204,US6416738-0
2205,US4897980-0
2206,US8885594-0
2207,US5117983-0
2208,US11189610-0
2209,USD795892-0
2210,US11301581-0
2211,US8865282-0
2212,US4959912-0
2213,US4317065-0
2214,US5146192-0
2215,US8924953-0
2216,US9945484-0
2217,US11300703-0
2218,US9892121-0
2219,US10034989-0
2220,US8440262-0
2221,US11307512-0
2222,US9727414-0
2223,US5940344-1
2224,US9727078-0
2225,US8267387-0
2226,USD892518-0
2227,US6725600-0
2228,US4063194-0
2229,US10318088-0
2230,US7183807-0
2231,US5299775-0
2232,USD474511-0
2233,US9982891-1
2234,US8118766-0
2235,US4977303-0
2236,USD900812-0
2237,US5197649-0
2238,US6671184-0
2239,US10763984-0
2240,US10698275-1
2241,US8031325-0
2242,US4871747-0
2243,US8825263-0
2244,US7017467-0
2245,US8623709-0
2246,US8525844-0
2247,US5225383-0
2248,US10575842-0
2249,US10479780-1
2250,US9572150-0
2251,US6925686-0
2252,US10553795-0
2253,USD709544-0
2254,US10341789-0
2255,US5529855-0
2256,US9647165-0
2257,US4309212-0
2258,US7635745-0
2259,US10048313-0
2260,US7672303-0
2261,US8430330-0
2262,US8509870-0
2263,US5654779-1
2264,US10928252-0
2265,US7327299-0
2266,US10569653-0
2267,US5083851-0
2268,US8041989-0
2269,US9150344-0
2270,US9756130-0
2271,US10620004-0
2272,US7286701-0
2273,US4497473-0
2274,US7807669-0
2275,US6190976-0
2276,US4405755-0
2277,US9028575-0
2278,US8859694-0
2279,US10978655-0
2280,US7959360-0
2281,US11001892-0
2282,USD849473-0
2283,US10417682-0
2284,USPP26938-0
2285,US7650790-0
2286,US5787983-0
2287,US5571520-0
2288,US10035501-0
2289,US6557644-0
2290,US7338019-0
2291,US11406733-0
2292,US3962069-0
2293,USD626449-0
2294,US6674763-0
2295,US8218916-0
2296,US10137517-0
2297,US10954140-0
2298,US8177748-0
2299,US6811321-0
2300,US4700159-0
2301,US4443104-0
2302,USD383496-0
2303,US7740717-0
2304,USD955904-0
2305,US9035828-0
2306,US7385888-0
2307,US7447516-0
2308,US4580327-0
2309,US8660788-0
2310,US9462683-0
2311,US10938160-0
2312,US6917465-0
2313,US4478036-0
2314,US9004046-0
2315,US8502154-0
2316,US10488688-0
2317,US8535982-0
2318,US4215530-0
2319,USD246871-0
2320,US5702445-0
2321,US4631546-0
2322,USD724065-0
2323,US5772394-0
2324,US5684570-0
2325,US8646705-0
2326,US10665450-0
2327,US9464844-0
2328,US7782218-0
2329,US7719347-0
2330,US10381282-0
2331,US6873355-0
2332,US7332914-0
2333,US9068568-0
2334,US8219957-0
2335,USD280429-0
2336,US4807901-0
2337,US4242003-0
2338,US8047669-0
2339,US4002562-0
2340,US9067212-0
2341,US8933647-0
2342,US8960362-0
2343,US9356761-0
2344,US7017348-0
2345,US9831497-0
2346,US11136214-0
2347,US4011440-0
2348,US10561738-0
2349,US8627046-0
2350,US4682529-0
2351,US11178026-0
2352,US6539983-0
2353,US7417331-0
2354,US10637059-0
2355,US6065555-0
2356,US6155729-0
2357,US8016551-0
2358,US8520225-0
2359,USD577686-0
2360,US9997483-0
2361,US7382462-0
2362,US5543720-0
2363,US5675013-0
2364,US8283650-0
2365,USD413623-0
2366,US10971341-0
2367,US6355781-0
2368,US10306768-1
2369,US9704770-0
2370,US11058709-0
2371,USD924199-0
2372,US11288916-0
2373,US10051403-0
2374,US8648144-1
2375,US10138427-0
2376,US9728975-0
2377,US4170760-0
2378,US7408002-0
2379,US8856245-0
2380,US8349579-0
2381,US9947622-0
2382,US6605239-0
2383,US5491796-0
2384,USD408920-0
2385,US9895624-0
2386,USD829891-0
2387,US4373223-0
2388,US10000936-0
2389,USD766942-0
2390,US10195029-0
2391,US7951428-0
2392,US7128103-0
2393,US4380097-0
2394,US4091499-0
2395,US11172121-0
2396,US9787378-0
2397,US11279833-0
2398,USH002181-0
2399,US5959750-0
2400,US4408612-0
2401,US9993731-0
2402,USD470997-0
2403,US9958776-0
2404,US9279299-0
2405,US5283026-0
2406,US7804344-0
2407,US5817990-0
2408,US5164607-0
2409,US9558720-0
2410,US6307862-0
2411,US9034870-1
2412,US7405789-0
2413,US8631684-0
2414,US10703268-0
2415,US9106589-0
2416,US5287909-0
2417,US11075101-0
2418,US6685294-0
2419,USD394650-0
2420,US4474757-0
2421,US5657881-0
2422,US8667253-0
2423,USD738551-0
2424,US8645543-0
2425,US9258942-0
2426,US7245014-0
2427,US5859195-0
2428,US8579230-0
2429,US5139193-0
2430,US5225769-0
2431,US10211558-0
2432,US9911510-0
2433,US8349383-0
2434,US8817239-0
2435,USD769419-0
2436,US8427811-0
2437,US5881788-0
2438,USD776169-0
2439,US10457227-0
2440,US9659281-0
2441,US9027012-0
2442,US5573492-0
2443,USD955454-0
2444,US3983921-0
2445,US7150530-0
2446,US8298965-0
2447,US5272866-0
2448,USD260514-0
2449,US8199724-0
2450,US5268847-0
2451,US10441800-0
2452,US7974549-0
2453,US10898517-0
2454,US6144498-0
2455,US6364750-0
2456,US6393247-0
2457,US7368092-1
2458,US9958557-0
2459,US10712032-0
2460,US10407667-0
2461,US6017397-0
2462,US10830239-0
2463,US8491530-0
2464,US10760634-1
2465,US8269273-0
2466,US9505766-0
2467,US4812845-0
2468,US5248680-0
2469,US8587710-0
2470,US9933028-0
2471,US6604540-0
2472,US4907942-0
2473,US6563349-0
2474,US8559851-0
2475,US4835255-0
2476,US10750327-0
2477,US7296215-0
2478,US7103787-0
2479,US5427784-0
2480,US10040565-0
2481,US5345899-0
2482,US5988882-0
2483,US4871712-0
2484,US6928170-0
2485,US8947304-0
2486,US4029573-0
2487,US7165858-0
2488,US4047429-0
2489,US4519219-0
2490,US10880338-0
2491,US9166258-0
2492,US6661393-0
2493,US4312624-0
2494,US7706087-0
2495,US4187911-0
2496,US5063995-0
2497,US5153823-0
2498,US7102866-0
2499,US5542461-0
2500,US10519304-0
2501,US9691551-0
2502,US9909376-0
2503,US10951783-0
2504,US9663501-0
2505,US7468300-0
2506,US7732194-0
2507,USD679781-0
2508,US10430410-0
2509,USD480052-0
2510,US9156063-0
2511,USD908144-0
2512,US5329842-0
2513,US8622131-0
2514,US8785632-1
2515,US8002214-0
2516,US5968405-0
2517,US10675560-0
2518,US10559077-0
2519,US9496336-0
2520,US9921094-0
2521,USD774240-0
2522,US8568858-0
2523,US10995457-0
2524,US6908032-0
2525,US4812249-0
2526,US4985094-0
2527,US10491970-0
2528,US10563966-0
2529,US4572824-0
2530,US6179402-0
2531,US5575610-0
2532,US11131875-0
2533,US5825729-0
2534,US8023380-0
2535,US9878354-0
2536,US4582127-0
2537,US4253972-0
2538,US7265008-0
2539,US8400737-0
2540,US6757772-0
2541,US8166791-2
2542,US6835271-0
2543,US6950195-0
2544,USD345404-0
2545,US4547547-0
2546,US4741694-1
2547,US7950312-0
2548,US8067927-0
2549,US8544544-0
2550,US7286928-0
2551,US9051245-0
2552,US4576858-0
2553,US9650677-0
2554,US7935315-0
2555,USD698982-0
2556,US4134765-0
2557,US6445522-0
2558,US8857025-0
2559,US9122094-0
2560,US8614621-0
2561,US8115783-0
2562,US10793846-0
2563,US9102287-0
2564,US7424405-0
2565,US3934803-1
2566,US11319633-0
2567,US5452342-0
2568,US8816777-0
2569,US8954533-0
2570,USD568044-0
2571,US4391327-0
2572,USD281634-0
2573,US5061515-0
2574,US10128006-0
2575,US4854890-0
2576,US5442243-0
2577,US8609605-0
2578,US11258744-0
2579,US4338614-0
2580,US5812302-0
2581,US4300957-0
2582,US9902241-0
2583,US8959148-0
2584,US10284245-0
2585,US5355953-0
2586,US4149238-0
2587,US11204649-0
2588,US10128055-0
2589,USD786225-0
2590,US4781544-0
2591,US4551725-0
2592,US4101584-0
2593,US6786866-1
2594,US10661908-1
2595,US10380440-0
2596,US9138826-0
2597,US7853750-0
2598,US4185471-0
2599,US9823327-0
2600,US4753398-0
2601,US9307061-0
2602,US7595746-0
2603,US10550500-0
2604,US10883074-0
2605,US10482165-0
2606,US6067533-0
2607,US4901520-0
2608,US6048460-0
2609,US6268155-0
2610,US7315762-0
2611,US11330339-0
2612,US10134831-0
2613,US8967322-0
2614,US9178227-0
2615,US6413068-0
2616,US10168021-0
2617,US11042777-0
2618,US10268477-0
2619,US9818902-0
2620,US5224421-0
2621,US4729096-0
2622,US4674809-0
2623,US9517594-0
2624,US7115525-0
2625,US8878110-0
2626,US10038797-0
2627,US5776734-0
2628,US7853570-0
2629,US7587816-1
2630,US9727076-0
2631,US5599266-0
2632,US10378986-0
2633,US7865578-0
2634,USD382940-0
2635,US10965088-0
2636,US9498099-0
2637,US10619846-0
2638,US9062735-0
2639,US6242137-2
2640,USD303731-0
2641,US4378677-0
2642,US6788822-1
2643,US11270251-0
2644,US6645367-0
2645,US8507910-0
2646,US6496595-0
2647,US9381972-0
2648,US7243391-0
2649,US6875270-0
2650,US7109768-0
2651,US11170839-0
2652,US10846787-0
2653,US7884333-0
2654,US8418698-0
2655,US7810248-0
2656,US8521324-0
2657,US5610125-0
2658,US5866108-0
2659,US5379160-0
2660,US8689566-0
2661,USD506121-0
2662,US9508454-0
2663,US7799811-0
2664,US7487778-0
2665,US4852010-0
2666,US4190342-0
2667,US7306070-0
2668,US10760351-0
2669,USD593983-0
2670,USD330033-0
2671,US4251029-0
2672,US9823146-0
2673,US5903877-0
2674,USPP25758-0
2675,US9117517-0
2676,US8427816-0
2677,US5526123-0
2678,US5095891-0
2679,US9851642-0
2680,US6496105-0
2681,US7545835-0
2682,US7611625-0
2683,US4181886-0
2684,US4558673-0
2685,US8474840-0
2686,US7672794-0
2687,US7026775-0
2688,USPP30814-0
2689,US4513994-0
2690,US6083436-0
2691,US10119359-0
2692,US6614234-0
2693,US8299961-0
2694,US5489431-0
2695,US10759131-0
2696,US7084149-0
2697,US4413392-0
2698,US8852228-0
2699,US10531157-0
2700,USD848403-0
2701,US9937205-0
2702,US4159827-0
2703,US6459297-0
2704,US4523959-0
2705,US9875712-1
2706,US6594056-0
2707,US8147417-0
2708,US7750130-0
2709,US7700121-0
2710,US6485752-1
2711,US9979163-0
2712,US5143949-0
2713,US8153586-0
2714,US8208591-0
2715,US8080344-1
2716,US10937607-1
2717,US9958009-0
2718,US8499430-0
2719,US9836197-0
2720,US4179293-0
2721,USD244033-0
2722,US7934578-0
2723,US6155486-0
2724,US9005025-0
2725,US7110098-0
2726,US4375258-0
2727,US4938788-0
2728,US8979403-0
2729,US11333955-0
2730,USD405809-0
2731,US7926159-0
2732,US10835582-0
2733,US5105127-0
2734,US8014116-0
2735,USD809965-0
2736,US6535977-0
2737,US7638077-0
2738,US5389600-0
2739,US7074203-0
2740,US10008823-0
2741,US11362241-0
2742,US4259210-0
2743,US5643148-0
2744,US6718621-0
2745,US8473887-0
2746,US6725445-0
2747,US7248367-0
2748,USD856858-0
2749,USD867384-0
2750,US10905494-0
2751,US9449737-0
2752,US11230248-0
2753,US8982910-0
2754,US6041250-0
2755,US10391067-0
2756,US8124572-0
2757,US7245021-0
2758,US10753174-0
2759,US6613646-0
2760,US4523605-0
2761,US8183492-0
2762,US10191479-0
2763,US7427919-0
2764,US8756230-0
2765,US5466784-0
2766,US9691491-0
2767,USD305814-0
2768,US10045550-0
2769,US5401500-1
2770,US10570862-0
2771,US9707557-0
2772,US6108422-0
2773,US10860088-0
2774,US4550447-0
2775,US5450538-0
2776,US7176633-0
2777,US5110353-0
2778,US9739306-0
2779,US10169459-0
2780,US6956664-0
2781,US9863023-0
2782,US5266300-0
2783,US5949690-0
2784,US8063597-0
2785,US7648495-0
2786,US7130071-0
2787,US7473883-0
2788,US5122144-0
2789,US5418076-0
2790,US9207959-0
2791,US10739077-0
2792,USD681272-0
2793,US4808628-0
2794,US11021826-0
2795,US4818127-0
2796,US10729703-0
2797,US10315866-0
2798,US6109046-0
2799,US4967412-0
2800,US10687694-0
2801,USD644205-0
2802,US9965272-0
2803,US4630172-0
2804,US8326554-0
2805,USD746747-0
2806,US6503588-0
2807,US7117154-0
2808,US11138488-0
2809,US11207175-0
2810,US7112613-0
2811,US8873038-0
2812,USD594208-0
2813,US8925208-0
2814,US3989525-0
2815,USD799477-0
2816,US5359050-0
2817,US8469433-0
2818,US8288738-0
2819,US7201891-0
2820,USD894933-0
2821,US8780527-0
2822,US8370112-0
2823,US8995839-0
2824,US9538536-0
2825,US4702745-0
2826,US5958683-0
2827,US9057575-0
2828,US4116294-0
2829,US11370017-0
2830,US4651691-0
2831,US7612841-0
2832,US8528886-0
2833,USD654095-0
2834,US10522270-0
2835,US4612121-0
2836,US9800819-0
2837,US3986423-0
2838,US11335807-0
2839,US4451960-0
2840,US6875239-0
2841,US11005359-0
2842,USD945033-0
2843,US11024934-1
2844,US7823090-0
2845,USD902114-0
2846,US9888673-0
2847,US11297159-0
2848,USD467660-0
2849,US9138683-0
2850,US8755508-0
2851,US11386330-0
2852,US11156045-0
2853,US6749399-0
2854,US5292081-0
2855,US6676344-0
2856,US9758946-0
2857,US11304937-0
2858,US11437125-0
2859,US7714891-0
2860,US5586170-0
2861,US6818346-0
2862,US11121019-0
2863,US7212157-0
2864,US8201137-0
2865,USD869780-0
2866,US8316899-0
2867,US11217462-0
2868,US8169881-0
2869,US4186025-0
2870,US11066479-0
2871,US6100740-0
2872,US5897783-0
2873,US4965745-0
2874,US9351088-1
2875,US6072080-0
2876,US11020956-0
2877,US9503194-0
2878,US4230543-0
2879,US9363209-0
2880,US8898831-0
2881,US8818884-0
2882,US4689578-0
2883,US7419775-0
2884,US10526962-0
2885,US8608347-0
2886,US9010916-0
2887,US10096553-0
2888,US6941024-0
2889,US6416813-0
2890,US8500501-0
2891,US9165352-0
2892,US9450493-0
2893,US7469813-0
2894,US6792666-0
2895,US7751520-0
