,0
4295,US7035764-0
4296,US6464586-0
4297,US9237261-0
4298,US6167457-0
4299,US9131718-0
4300,US6961495-0
4301,US7648468-0
4302,US8979994-0
4303,US11198840-0
4304,US4263039-0
4305,US8214594-0
4306,US10780975-0
4307,US5516308-0
4308,USD643155-0
4309,US5350472-0
4310,US11315956-0
4311,US6400964-0
4312,US9801519-0
4313,US7423324-0
4314,US8563894-0
4315,US6335339-0
4316,US8647637-0
4317,US4614680-0
4318,US6913788-0
4319,US7797282-0
4320,US5600513-0
4321,US7039556-0
4322,US8523847-0
4323,US5489714-0
4324,US11406386-0
4325,US11421352-0
4326,US6372410-0
4327,US8535834-0
4328,US6476291-0
4329,US7021616-0
4330,US6160335-0
4331,US4483022-0
4332,USD947524-0
4333,US4086527-0
4334,US10904057-0
4335,US11248057-0
4336,US5873036-0
4337,US5505685-0
4338,US6903912-0
4339,US8904016-0
4340,US10097823-0
4341,US9982223-0
4342,US11233591-0
4343,US10433283-0
4344,US4131184-1
4345,US8476246-0
4346,US9804955-0
4347,US8473314-0
4348,US7822377-0
4349,US7241807-0
4350,US9826417-0
4351,US10280113-0
4352,US4067999-0
4353,US11194343-0
4354,US6975694-0
4355,US7307863-0
4356,US4807303-0
4357,US8015389-0
4358,US8442252-0
4359,USD442875-0
4360,US10994409-0
4361,USD696986-0
4362,US7022771-0
4363,US7827442-0
4364,US11444229-0
4365,US6940843-0
4366,US10063070-0
4367,US4907378-0
4368,US10483177-0
4369,US8485762-0
4370,US10307396-0
4371,US10375743-0
4372,US7556776-0
4373,US3946626-0
4374,US5332754-0
4375,US9808324-0
4376,US8296296-0
4377,US8745019-0
4378,US7305505-0
4379,US4732793-0
4380,US5999502-0
4381,US7834560-0
4382,US7578843-0
4383,US4599187-0
4384,US9852034-0
4385,US7760000-0
4386,US11304415-0
4387,USD702506-0
4388,US7281557-0
4389,USD709056-0
4390,US4746319-0
4391,US11321854-0
4392,US6066717-0
4393,US4188344-0
4394,US8365680-0
4395,US11386629-0
4396,US11045472-0
4397,US6504553-0
4398,USRE46777-0
4399,US7099383-0
4400,US9700388-0
4401,US9547127-0
4402,US5274777-0
4403,US8057666-0
4404,US11139573-0
4405,USD792312-0
4406,US7959719-0
4407,US8639565-0
4408,US4051991-0
4409,USD491080-0
4410,US10756491-0
4411,USPP9068-0
4412,US10716928-0
4413,USD911385-0
4414,US5847542-0
4415,US3930468-0
4416,US9925307-0
4417,US5299114-0
4418,US6827950-0
4419,US8833663-0
4420,US8878646-0
4421,US9708830-0
4422,US9728550-0
4423,US5951655-0
4424,US6457815-0
4425,US8494470-0
4426,US4931064-0
4427,US7721542-0
4428,US5740366-0
4429,US8598711-0
4430,US11229785-0
4431,US9858884-0
4432,USD789020-0
4433,US7823653-0
4434,US6096832-0
4435,US4370726-0
4436,US10932321-0
4437,US10575894-0
4438,US6859625-0
4439,US10612602-0
4440,US7879175-0
4441,US10760374-0
4442,US8397076-0
4443,US4076868-0
4444,US6939983-0
4445,US9921107-0
4446,US9935410-0
4447,US6131648-0
4448,USD854365-0
4449,US9326408-0
4450,US5588401-0
4451,USD620160-0
4452,US8085208-0
4453,USD690281-0
4454,US10673011-0
4455,US10969995-0
4456,US8242033-0
4457,US10984686-0
4458,US8150597-0
4459,US10016215-0
4460,USD782465-0
4461,US5786152-0
4462,US9817481-0
4463,US6128187-0
4464,US11180629-0
4465,US10197195-0
4466,US4309477-0
4467,US4370537-0
4468,US6564784-0
4469,US11431783-0
4470,US9671998-0
4471,US8587033-0
4472,US5546102-0
4473,US7224606-0
4474,US6860785-0
4475,USD858240-0
4476,US9730985-0
4477,US9675027-0
4478,US5562098-0
4479,US7221288-0
4480,US10510523-0
4481,US6646806-0
4482,US9748209-0
4483,US6409840-0
4484,US5488150-0
4485,US9957263-0
4486,US10924885-0
4487,US5411821-0
4488,US9045757-0
4489,US8403453-0
4490,US4506142-0
4491,US6000799-0
4492,US11109228-0
4493,US11135234-1
4494,US9492347-0
4495,US9310705-0
4496,US5950477-0
4497,US8032885-0
4498,US8686173-0
4499,US8601407-0
4500,US10550103-0
4501,US9021325-0
4502,US6464564-0
4503,US9653921-0
4504,USRE43338-0
4505,US8877251-0
4506,US5180186-0
4507,US7557421-0
4508,US6721682-0
4509,US5483414-0
4510,USD800979-0
4511,US8434766-0
4512,US7981695-0
4513,US9723210-0
4514,US8845669-0
4515,US8946231-0
4516,US6308570-0
4517,US8430390-0
4518,US8352556-0
4519,US6865579-0
4520,US9249488-0
4521,US5683898-0
4522,US10984596-0
4523,US7438234-0
4524,US5789902-1
4525,US10898368-0
4526,US4457589-0
4527,USD436214-0
4528,US9538685-1
4529,US4780585-1
4530,US3969938-0
4531,US4330717-0
4532,US8197731-0
4533,US10030200-0
4534,US8695049-0
4535,US5233267-0
4536,US11357467-0
4537,US4331456-0
4538,US7037017-0
4539,US7858977-0
4540,US8971877-0
4541,US10024910-0
4542,US7750451-0
4543,US7714748-0
4544,US9934092-0
4545,US9795565-0
4546,US5219227-0
4547,USD655014-0
4548,USD332687-0
4549,US8983850-0
4550,US5724997-0
4551,US9351069-0
4552,US9292925-0
4553,US8065544-0
4554,US9667371-0
4555,US7938109-0
4556,USD936026-0
4557,US9104192-0
4558,US7435312-0
4559,US4893001-0
4560,US5338103-0
4561,US5530854-0
4562,US11269819-0
4563,US7444906-0
4564,US8784517-0
4565,US4236851-0
4566,US4862267-0
4567,US6585184-0
4568,USPP21006-0
4569,US6182752-0
4570,US6456378-0
4571,US11116004-0
4572,US4093604-0
4573,US9082806-0
4574,US5712566-0
4575,US7500468-0
4576,USD518464-0
4577,US9973676-0
4578,US10021856-0
4579,US9705710-0
4580,US6746842-0
4581,US9432739-0
4582,US8033721-0
4583,US6776535-0
4584,USD847025-0
4585,US10310896-0
4586,US8014872-0
4587,USD339131-0
4588,US7140464-0
4589,US4546580-0
4590,US9233859-0
4591,USD748303-0
4592,US8417192-0
4593,US9632798-0
4594,US5594999-0
4595,US6558538-0
4596,US8636450-0
4597,US9406118-0
4598,US6048711-0
4599,US11456644-0
4600,US5544225-0
4601,US9551634-0
4602,US5897664-0
4603,US5414533-0
4604,US10840100-0
4605,US6433878-0
4606,US9529497-0
4607,US10036110-0
4608,US4388437-0
4609,US6629065-0
4610,US7653984-0
4611,US5351148-0
4612,US11221416-0
4613,USD668659-0
4614,US7805311-0
4615,US11272428-0
4616,US5884287-0
4617,US7965188-0
4618,US8923842-0
4619,US5076962-1
4620,US7070776-0
4621,US6950527-0
4622,US5320647-0
4623,US8619653-0
4624,US11032056-0
4625,US7211576-0
4626,US5903601-0
4627,USD924383-0
4628,US10913737-0
4629,US4799743-0
4630,US8069020-0
4631,US8468187-0
4632,US5143280-0
4633,USD703362-0
4634,US8964503-0
4635,US10907141-0
4636,US6860859-0
4637,US8962053-0
4638,US5638802-0
4639,US11227169-0
4640,US8207639-0
4641,US7294468-1
4642,US9134523-0
4643,US6632528-0
4644,US6587461-0
4645,US11214110-0
4646,US8972772-0
4647,US4242482-0
4648,US7872770-0
4649,US10860526-0
4650,US10992382-0
4651,US9881778-0
4652,USD385884-0
4653,US6154507-0
4654,US10236534-0
4655,US8922682-0
4656,US4915947-0
4657,US8842063-0
4658,US5431961-0
4659,US4002845-0
4660,US8279253-0
4661,US4693296-0
4662,US7619421-0
4663,US6894207-1
4664,US8233303-0
4665,US11408576-0
4666,US6824229-0
4667,US10697438-0
4668,US7432091-1
4669,US4045135-0
4670,USD807262-0
4671,US9351112-0
4672,US8599630-0
4673,US10980874-0
4674,USD562076-0
4675,US7322927-0
4676,US9628171-0
4677,US7536502-0
4678,US8728196-0
4679,USD852800-0
4680,US9499268-0
4681,US7425839-0
4682,US8083538-0
4683,US10181659-0
4684,US7192855-0
4685,US6697089-0
4686,US8157655-0
4687,US8813800-0
4688,US8980611-0
4689,US8539322-0
4690,US10004911-0
4691,US10815738-0
4692,US8937293-0
4693,USD341637-0
4694,US8779435-0
4695,US8717684-0
4696,US11344965-0
4697,US9722811-0
4698,US10400984-0
4699,USD944337-0
4700,US9180260-0
4701,USD282246-0
4702,US4226307-0
4703,US4349335-0
4704,US6685168-0
4705,US6487208-0
4706,US5752583-0
4707,US8954472-0
4708,US9701374-0
4709,US5676229-0
4710,US11433451-0
4711,US4281787-0
4712,US7814469-0
4713,US8037284-0
4714,US7941107-0
4715,US8457634-0
4716,US6153258-0
4717,US8264321-0
4718,US10802595-0
4719,US8879709-0
4720,US7518454-0
4721,US8728731-0
4722,US5130780-0
4723,USD304498-0
4724,US6673211-0
4725,US9270148-0
4726,US4485471-0
4727,US9862571-0
4728,USD669872-0
4729,US4719681-0
4730,US5576530-0
4731,US6466116-0
4732,US8946250-0
4733,US11334219-0
4734,US6742898-0
4735,US6931959-0
4736,US10555903-0
4737,US10958134-0
4738,US5008996-1
4739,US9568771-0
4740,US10618183-1
4741,US8018943-0
4742,US7078597-1
4743,US6747437-0
4744,US7063760-0
4745,US5499233-0
4746,US4272683-0
4747,US7085465-0
4748,US5968291-0
4749,US6312089-0
4750,US7647819-0
4751,US10789495-0
4752,US11176315-0
4753,US9971624-0
4754,USD596406-0
4755,US11200772-0
4756,US10985627-0
4757,US8604461-0
4758,US10860095-0
4759,US8442847-0
4760,US9194363-0
4761,US6553535-0
4762,US4415250-0
4763,US6601720-0
4764,US5865041-0
4765,US10872770-0
4766,US7583923-0
4767,US9438358-0
4768,US6133067-0
4769,US4002833-0
4770,US9779986-0
4771,US11454884-0
4772,US8794985-0
4773,US7185216-0
4774,USD756447-0
4775,USD564955-0
4776,US4956613-0
4777,US4387675-0
4778,US8830694-0
4779,US10356745-0
4780,US5089664-0
4781,US6622362-0
4782,US6055083-0
4783,US6200106-1
4784,US8656338-0
4785,US6787356-0
4786,US5979597-0
4787,US9578271-0
4788,US6276225-0
4789,USD547144-0
4790,US5743653-0
4791,US6268983-0
4792,US5406231-0
4793,US4806673-0
4794,US4314862-0
4795,US5135179-0
4796,USD850614-0
4797,US3956756-0
4798,US5010935-0
4799,US11336408-0
4800,US9905036-0
4801,US5848355-0
4802,US4216710-0
4803,US4537814-0
4804,US9629833-0
4805,US4101017-0
4806,US11450253-0
4807,USD546222-0
4808,US7973365-0
4809,US4382061-0
4810,US5275834-0
4811,US7276408-0
4812,US4557039-0
4813,US6277726-0
4814,US9296074-0
4815,US9321779-0
4816,US5071741-0
4817,US9266041-0
4818,US4011417-0
4819,US10366527-0
4820,US7821547-0
4821,US7126060-0
4822,US9408971-0
4823,US6691933-0
4824,US4948664-0
4825,US11012458-0
4826,US8413909-0
4827,US8416118-0
4828,US7848581-0
4829,US8165084-0
4830,US9422103-0
4831,US9925344-0
4832,US8612114-0
4833,US6300087-0
4834,US8875496-0
4835,US5331357-0
4836,US11367618-0
4837,US8897028-0
4838,US7509870-0
4839,US5955182-0
4840,US7452953-0
4841,US7759219-0
4842,US10924716-0
4843,US11276507-0
4844,US8953206-0
4845,US6882054-0
4846,USD703446-0
4847,US7155893-1
4848,US11385219-0
4849,US11295052-0
4850,US5934422-0
4851,USD672374-0
4852,US5732580-0
4853,US10171830-0
4854,US11140411-0
4855,US6386383-0
4856,US5372089-0
4857,US11062112-0
4858,US11310053-0
4859,US6081868-0
4860,US5481710-0
4861,US5084127-0
4862,US5823683-0
4863,USD483633-0
4864,US10791255-0
4865,US4209985-0
4866,US10301448-0
4867,US9872677-0
4868,US10236710-0
4869,US8737411-0
4870,US11125150-0
4871,US9121594-0
4872,US4082646-5
4873,US3979423-0
4874,US11348673-0
4875,USD540097-0
4876,US5843353-0
4877,US8591578-0
4878,US7934824-0
4879,US4842136-0
4880,US9368164-0
4881,US9784733-0
4882,US9907549-0
4883,US4909687-0
4884,US10165472-0
4885,US6284223-0
4886,US8871342-0
4887,US5098169-0
4888,US5970624-0
4889,US7515631-0
4890,US10490788-0
4891,US5312482-0
4892,US10412351-0
4893,US8830374-0
4894,US6248120-0
4895,USD617651-0
4896,US7859595-0
4897,US8770287-0
4898,US6980491-0
4899,US7958536-0
4900,US4771377-0
4901,US4705482-0
4902,US11163260-0
4903,US8435972-0
4904,US6748522-0
4905,US5635726-0
4906,US6331342-0
4907,US9315453-0
4908,US9228481-0
4909,USD725144-0
4910,US6734023-0
4911,US6803669-0
4912,US4395005-0
4913,USD623326-0
4914,US11221681-1
4915,US5517016-0
4916,US9293759-0
4917,US11035350-0
4918,US8605273-0
4919,US6780155-0
4920,US7208795-0
4921,US6545349-1
4922,US6020978-0
4923,US6541223-0
4924,US4165602-0
4925,US7571309-0
4926,US10604803-0
4927,US5663753-0
4928,USD548223-0
4929,US9616117-0
4930,US8353168-0
4931,US4505816-0
4932,US9716615-0
4933,US8397639-0
4934,US8797010-0
4935,US10484097-0
4936,US10175186-0
4937,US5598582-0
4938,US4520230-1
4939,US7683175-0
4940,US6962227-0
4941,US8093822-0
4942,US6927271-0
4943,US8079890-0
4944,US7524005-0
4945,US9778929-0
4946,US11338827-0
4947,US6366872-0
4948,US10061409-0
4949,US5519826-0
4950,US5728087-0
4951,US9146308-0
4952,US6387690-0
4953,US7609947-0
4954,US7887100-0
4955,US9586500-2
4956,US9214638-0
4957,US5004332-0
4958,US8978055-0
4959,US7882572-0
4960,US11063698-0
4961,US7592096-0
4962,US6252533-0
4963,US9868071-0
4964,USD831377-0
4965,US4733195-0
4966,US10259457-0
4967,US3964882-0
4968,US4616430-0
4969,US11180543-0
4970,US4690301-0
4971,US6492749-0
4972,US10963277-0
4973,US8722553-0
4974,US5792847-0
4975,US9869896-0
4976,US8650496-0
4977,US10272158-0
4978,US7284976-0
4979,US9800758-0
4980,USD610699-0
4981,US7486458-0
4982,US11263821-0
4983,US6544538-0
4984,US9639911-0
4985,USD492754-0
4986,US4630997-0
4987,US11044515-0
4988,USD755762-0
4989,US6953160-0
4990,US10726070-0
4991,US7568581-0
4992,US4628637-0
4993,US8888461-1
4994,US4779422-0
4995,US11307701-0
4996,US7951312-0
4997,US8858735-1
4998,US9065177-0
4999,US4347445-0
5000,US4593063-0
5001,US8959097-0
5002,US11351545-0
5003,US4942130-0
5004,US8768923-0
5005,US8465319-0
5006,US8343960-0
5007,US8055530-0
5008,USD747529-0
5009,US10595296-0
5010,US7688560-0
5011,USD739562-0
5012,US8051756-0
5013,US7695320-0
5014,US7348658-0
5015,US3985306-0
5016,US9413358-0
5017,US6741658-0
5018,US8299277-0
5019,US7060915-0
5020,US4523653-0
5021,US5567792-0
5022,US6775303-0
5023,US7107477-0
5024,US8531490-0
5025,US4988139-0
5026,US9852152-0
5027,US7475884-0
5028,USD269381-1
5029,US9409239-1
5030,US8533233-0
5031,US7185344-0
5032,US7610466-0
5033,US6148274-0
5034,US5635278-0
5035,US7561213-0
5036,US8841929-0
5037,US8617414-0
5038,US5429960-0
5039,US8473211-0
5040,US10387480-0
5041,US11443876-0
5042,US11430325-0
5043,US5353391-0
5044,US10044365-0
5045,US10011747-0
5046,US7058656-0
5047,US5750369-0
5048,US10327050-0
5049,US10982635-0
5050,US10274183-0
5051,US5404586-0
5052,US6926805-0
5053,US6920057-0
5054,US6799616-0
5055,US4415561-0
5056,US10170314-0
5057,US7766298-1
5058,US7809911-0
5059,US11442906-0
5060,US4303658-0
5061,US7733421-0
5062,US8631792-0
5063,US6026795-0
5064,US8020675-0
5065,US4798047-0
5066,US10643522-0
5067,US5944599-0
5068,US6614849-0
5069,US6563544-0
5070,US7369122-0
5071,US6331984-0
5072,US4923787-0
5073,US5804484-0
5074,US8809750-0
5075,US5978193-0
5076,US5864731-0
5077,US7848227-0
5078,US10059942-1
5079,US11316805-0
5080,US11059150-0
5081,US6328127-0
5082,US4557842-0
5083,US10601579-0
5084,US8542450-0
5085,US5297248-0
5086,US6988048-0
5087,US5745237-0
5088,US4658777-0
5089,US6291783-0
5090,US11417112-0
5091,US7812267-0
5092,US10796052-0
5093,US10780285-0
5094,US10443334-0
5095,US9407985-0
5096,US8658627-0
5097,US7804320-0
5098,US8538829-1
5099,US10316442-0
5100,US8676216-0
5101,US7038112-0
5102,US11003343-0
5103,US5187612-0
5104,US5510498-0
5105,US9626339-0
5106,US5358663-0
5107,US10625105-0
5108,US9659863-0
5109,US4849707-0
5110,US8096576-0
5111,USD724593-0
5112,US9059799-0
5113,US11148692-0
5114,US10343388-0
5115,US10917582-0
5116,US8712200-0
5117,US6217122-0
5118,US9131919-0
5119,US7989448-0
5120,US6791510-1
5121,US9564616-0
5122,US10510197-0
5123,US9190606-0
5124,US4545468-0
5125,US6892937-0
5126,US9047922-0
5127,USD956410-0
5128,US7911694-0
5129,US7269583-0
5130,US4121678-0
5131,USD694817-0
5132,US8468851-0
5133,US4993256-0
5134,US6408292-0
5135,US7567752-0
5136,US7693294-0
5137,US8239309-0
5138,US10155590-0
5139,US10253468-0
5140,US8904196-0
5141,US8611927-0
5142,US10416125-0
5143,US6231861-0
5144,US8297522-1
5145,US6171809-0
5146,US5689058-0
5147,US10855888-0
5148,USD681081-0
5149,US6626218-0
5150,US10826628-0
5151,US7333730-0
5152,US8765161-0
5153,US5826633-0
5154,US4174246-0
5155,US6966363-0
5156,US8231652-0
5157,US4019796-0
5158,US8795130-0
5159,US11322717-0
5160,US9707648-0
5161,US10878498-0
5162,US6469462-0
5163,US7952761-0
5164,US6314138-0
5165,US10892718-0
5166,US9372522-0
5167,US10047659-0
5168,US6481874-0
5169,US8742206-0
5170,USD293556-0
5171,US5720036-0
5172,US7347004-0
5173,US10577720-0
5174,US8305878-1
5175,US5507600-0
5176,US10495929-0
5177,US6741485-0
5178,US9380858-0
5179,US9110638-0
5180,US7369922-0
5181,US9663622-0
5182,US4564719-0
5183,US4701209-0
5184,US9956431-0
5185,USD676434-0
5186,USD573129-0
5187,US4072356-0
5188,US10830010-0
5189,US8649279-0
5190,US8318420-0
5191,US7906315-0
5192,US10930357-0
5193,US5149529-0
5194,US10292721-0
5195,US9647122-0
5196,US5736873-0
5197,US5753236-0
5198,USD707179-0
5199,US5778828-0
5200,US7678273-0
5201,US5976066-1
5202,US10188502-0
5203,US8904372-0
5204,US6497919-0
5205,US10210370-0
5206,US11247294-0
5207,US8699957-0
5208,US10931272-0
5209,US4850794-0
5210,US10661285-0
5211,US11384551-0
5212,US4555530-0
5213,US10789594-0
5214,US6098760-0
5215,US6192999-0
5216,US9419733-0
5217,US6497373-0
5218,US8631952-0
5219,US9255937-0
5220,US8204943-0
5221,US8795595-0
5222,US4239952-0
5223,US4914734-0
5224,US4067787-0
5225,US8671348-0
5226,US4859527-0
5227,US7707474-0
5228,US5564936-0
5229,US10238848-0
5230,US8954872-0
5231,US7341679-0
5232,US4320609-0
5233,US8697520-0
5234,US8034739-0
5235,US4818337-0
5236,US10111264-0
5237,US8905084-0
5238,US6772251-0
5239,US7420560-0
5240,US7334212-0
5241,US10570613-0
5242,US10268944-0
5243,US6565483-0
5244,US5815023-0
5245,US5358305-0
5246,US9267256-0
5247,USPP9345-0
5248,US5541224-0
5249,US8400075-0
5250,US8639483-0
5251,US5748172-0
5252,US5010030-0
5253,US8440549-0
5254,USD705513-0
5255,US5601919-0
5256,US7297494-0
5257,US11222761-0
5258,US7603170-0
5259,US9499953-0
5260,US7524491-0
5261,US10419992-0
5262,US4650030-0
5263,US11026083-0
5264,US10041160-0
5265,US7534376-0
5266,US10472534-1
5267,US6965857-0
5268,US7759134-0
5269,US5913156-0
5270,US6023974-0
5271,US8717470-0
5272,US4440747-0
5273,US5443413-0
5274,US8505677-1
5275,US7427797-0
5276,US11336448-0
5277,US10937669-0
5278,US5950399-0
5279,US10520160-0
5280,US10145298-0
5281,US6216767-0
5282,US4810297-0
5283,USD867671-0
5284,US6264413-0
5285,USD583232-0
5286,US7817843-0
5287,US9084457-0
5288,US5659119-0
5289,US6738382-0
5290,US7772587-0
5291,US6954341-0
5292,US5583506-0
5293,US9733950-0
5294,USD739251-0
5295,US11093748-0
5296,US4845607-0
5297,USD382112-0
5298,US9413512-0
5299,US8192245-0
5300,US4676624-0
5301,US7373778-0
5302,US8918909-0
5303,US5342582-0
5304,US5701752-1
5305,US4464523-0
5306,US11278451-0
5307,US11055514-0
5308,US7637019-0
5309,US4462169-0
5310,US9802577-0
5311,US4469387-0
5312,US11181116-0
5313,US9784280-0
5314,US7006406-0
5315,US9536894-0
5316,US9716688-0
5317,US10600039-0
5318,USD565700-0
5319,US6421756-0
5320,US5695285-0
5321,US7416212-0
5322,US11277791-0
5323,US10256431-0
5324,US9316962-0
5325,US10417795-0
5326,US10520766-1
5327,US8458727-0
5328,US4362686-0
5329,US10192883-0
5330,US9292006-1
5331,US9221945-0
5332,US11375712-0
5333,USD496732-0
5334,US4352742-0
5335,US11244563-0
5336,US11284984-0
5337,US6192451-0
5338,US7424247-0
5339,USD825656-1
5340,US9156179-0
5341,US6039030-0
5342,US7107570-0
5343,US4859606-0
5344,USD641642-0
5345,US4557565-0
5346,US8542102-0
5347,US4571851-0
5348,US10683977-0
5349,US10297038-0
5350,US4636799-0
5351,US9663354-0
5352,US7873535-0
5353,US7909728-0
5354,US10044364-0
5355,US9789959-0
5356,US9490214-0
5357,US4312767-0
5358,US11280747-0
5359,US10828083-0
5360,US11311792-0
5361,US4651743-0
5362,US11392596-0
5363,US5112611-0
5364,US11013122-0
5365,US7516773-0
5366,US11339944-0
5367,US4561737-0
5368,US7831084-0
5369,US6590259-0
5370,US11140210-0
5371,US8186239-0
5372,US7470855-0
5373,US8185616-0
5374,US9821828-0
5375,US10907663-0
5376,US8750816-0
5377,US8799418-0
5378,US9373626-0
5379,US4066902-0
5380,US6415016-0
5381,US8930269-0
5382,US4740509-0
5383,US9296568-0
5384,US9194005-0
5385,US10092590-0
5386,US4293722-0
5387,US5288200-0
5388,US4029816-0
5389,USD750737-0
5390,US10869263-0
5391,US5213935-0
5392,US9733457-0
5393,US6099972-0
5394,US6946996-0
5395,US8477718-0
5396,US9476883-0
5397,US10331625-0
5398,US11076635-0
5399,US6137164-0
5400,USRE36863-0
5401,US9834579-0
5402,US5498585-0
5403,USD489998-0
5404,US8661028-0
5405,US11121949-0
5406,US5153559-0
5407,US10006433-1
5408,US10755281-0
5409,US6724472-0
5410,US4817252-0
5411,US10945176-0
5412,US10331299-0
5413,USD937009-0
5414,US7737919-0
5415,US7350826-0
5416,US4455970-0
5417,US7775605-0
5418,US4554354-0
5419,US7778238-0
5420,US9480314-0
5421,US9366440-0
5422,US7580553-1
5423,US8532721-0
5424,US10210178-0
5425,US5696395-0
5426,US10617795-0
5427,US4370550-0
5428,US5611607-0
5429,US9393277-0
5430,US4742919-0
5431,US4788761-0
5432,US7660969-0
5433,US5220458-0
5434,US6830043-0
5435,US10833800-0
5436,US7447226-0
5437,US11061769-0
5438,US10375942-0
5439,US4945558-0
5440,US8842586-0
5441,US8345148-0
5442,US6716841-0
5443,US9866558-0
5444,US8715015-0
5445,US7453616-0
5446,US7723816-0
5447,US7570564-1
5448,US7860103-0
5449,US7438538-0
5450,US9483484-0
5451,US6558367-0
5452,US8203393-0
5453,US7105806-0
5454,US7820190-0
5455,US4881463-0
5456,US10985358-0
5457,US6744519-0
5458,USD942481-0
5459,US9896852-0
5460,US6322314-0
5461,US7946705-0
5462,USD698297-0
5463,US11224983-0
5464,US4362825-0
5465,US8244493-0
5466,US7706177-0
5467,US8764572-0
5468,US9713217-0
5469,US4737810-0
5470,US7994114-0
5471,US5674506-0
5472,US7204378-0
5473,US6161209-0
5474,US7161510-0
5475,US8722739-0
5476,US9787998-1
5477,US11327291-0
5478,US6122216-0
5479,US9945154-0
5480,US9070768-1
5481,US10093056-0
5482,US9811198-1
5483,US6268489-0
5484,US10091251-0
5485,US10969470-0
5486,US9220558-0
5487,US9533658-0
5488,US6449711-0
5489,US6756228-0
5490,US9307548-0
5491,US4855856-0
5492,US11236067-0
5493,US6994806-0
5494,US5716900-0
5495,US7584866-0
5496,US10376716-0
5497,US5308104-0
5498,US11000815-0
5499,US8627447-0
5500,US5203167-0
5501,US7788338-0
5502,US4142225-0
5503,US10781333-0
5504,USD293727-0
5505,USD757821-0
5506,US11127822-0
5507,US9505488-0
5508,US5871830-0
5509,US6876542-0
5510,US6972335-0
5511,USD326616-0
5512,US8747246-0
5513,US10516636-0
5514,US9410733-0
5515,USD250022-0
5516,US4980861-0
5517,US7501163-0
5518,US7641767-0
5519,US6424782-0
5520,US6091926-0
5521,US6188726-0
5522,US5516532-0
5523,US11035656-0
5524,US10472599-0
5525,US10258426-0
5526,USD650788-0
5527,US7612750-0
5528,US11234559-0
5529,US11255653-0
5530,US9801235-0
5531,US6384871-0
5532,US10696679-0
5533,US7515064-0
5534,US5307030-0
5535,US8779976-0
5536,US5263524-0
5537,US8508618-0
5538,USD375225-0
5539,US6215109-0
5540,US5099975-0
5541,US4623867-0
5542,US10185521-0
5543,US10762995-0
5544,US9827675-0
5545,US6079771-1
5546,US10168828-1
5547,US6487555-0
5548,US7715418-0
5549,US10545045-0
5550,US7014364-0
5551,US8173439-0
5552,US6988844-0
5553,US7244020-0
5554,US9335081-0
5555,US6473217-0
5556,US5418507-0
5557,US6455063-0
5558,US8510069-0
5559,USD750544-0
5560,US8782575-0
5561,USD447953-0
5562,US4507737-0
5563,US8969881-0
5564,US6800851-0
5565,US6317531-0
5566,US5215799-0
5567,US11050554-0
5568,US4026242-0
5569,US6602414-0
5570,US4491368-0
5571,US10515123-0
5572,USD557593-0
5573,US8600669-0
5574,US8361635-0
5575,US6519058-0
5576,US10840173-0
5577,US8201997-0
5578,US5706698-0
5579,US6767441-0
5580,US7855722-0
5581,US5741491-0
5582,US11388419-0
5583,US10891917-0
5584,US9933897-1
5585,US5806974-0
5586,US8995944-0
5587,US9002414-0
5588,US4486533-0
5589,USD486774-0
5590,US10146396-0
5591,US5495701-0
5592,US6997405-0
5593,US4416313-0
5594,US10412984-0
5595,US5014387-0
5596,US4517467-0
5597,US8899879-0
5598,US7689683-0
5599,US5997543-0
5600,USD748024-0
5601,US10844391-0
5602,US6949010-0
5603,US10815191-0
5604,US6418091-0
5605,US4616614-0
5606,US7401231-0
5607,USD941539-0
5608,US7290484-0
5609,US10328496-0
5610,USD675036-0
5611,US9147612-0
5612,US7376030-0
5613,US5507940-0
5614,US9248613-0
5615,US9055820-0
5616,US11047594-0
5617,US5401836-0
5618,US5171509-0
5619,USD734155-0
5620,USPP28047-0
5621,US10331621-0
5622,US5501060-0
5623,US4884598-0
5624,US4879596-0
5625,US5644419-0
5626,USD917256-0
5627,USD852127-0
5628,US9570697-0
5629,US11446958-0
5630,US10505485-0
5631,US5568936-0
5632,USD619317-0
5633,US10173010-0
5634,US7574853-0
5635,US10843801-0
5636,US7488958-0
5637,US4039036-0
5638,US6655507-0
5639,US8793034-0
5640,US8339087-1
5641,US8367161-0
5642,US10200479-0
5643,US6203467-0
5644,US5146391-0
5645,US9124482-0
5646,US4055516-0
5647,US10001954-0
5648,US10185843-0
5649,US7611637-0
5650,US11099397-0
5651,US6551715-1
5652,US9387985-0
5653,US10560452-0
5654,US8128958-0
5655,US6485554-0
5656,US3972273-0
5657,US5807903-0
5658,USRE29353-0
5659,US8088877-0
5660,US8481261-0
5661,US7295401-0
5662,US8787911-0
5663,US5408204-0
5664,USD645617-0
5665,US6737199-0
5666,US10476277-0
5667,US8306317-0
5668,USD382006-0
5669,US4903804-0
5670,US8775009-0
5671,US6817531-0
5672,US8501549-0
5673,US5356797-0
5674,US5497884-0
5675,US10903646-0
5676,US7565063-0
5677,US5655128-0
5678,US8896321-0
5679,US7927737-0
5680,US7451085-0
5681,US6967118-0
5682,US10030739-0
5683,US10819255-0
5684,US11223208-0
5685,US8643379-0
5686,US4624524-0
5687,US9500147-0
5688,US8314023-0
5689,USD253216-0
5690,US8445336-0
5691,US9091313-0
5692,USD791528-0
